sku_id,period,qty_total,category_id
598294111,2025-03-10,0.8980726696076021,672241
598294111,2025-03-17,1.3979567582456043,672241
598294111,2025-03-24,0.8979021219492198,672241
598294111,2025-03-31,0.397801581664347,672241
598294111,2025-04-07,1.3978257064603246,672241
598294111,2025-04-14,1.3979679433209302,672241
598294111,2025-04-21,2.8979917703832774,672241
598294111,2025-04-28,1.3982250377393037,672241
598294111,2025-05-05,2.8983023798193077,672241
598294111,2025-05-12,1.3984747354507017,672241
598294111,2025-05-19,0.8986550821911529,672241
598294111,2025-05-26,0.898789590805912,672241
598294111,2025-06-02,2.898785538801935,672241
598294111,2025-06-09,4.39869405992561,672241
598294111,2025-06-16,1.8987152913675553,672241
598302302,2025-03-10,0.48467388852772186,672241
598302302,2025-03-17,-0.016056795706856156,672241
598302302,2025-03-24,-0.01588132501421599,672241
598302302,2025-03-31,-0.01578662862381936,672241
598302302,2025-04-07,-0.015741350880471232,672241
598302302,2025-04-14,-0.015723812124802235,672241
598302302,2025-04-21,-0.015719527310781384,672241
598302302,2025-04-28,-0.01571892087147147,672241
598302302,2025-05-05,-0.01571585723196975,672241
598302302,2025-05-12,-0.01570635465033264,672241
598302302,2025-05-19,-0.015687815462244632,672241
598302302,2025-05-26,-0.015596859518619388,672241
598302302,2025-06-02,-0.015568774187622335,672241
598302302,2025-06-09,-0.01554067836789029,672241
598302302,2025-06-16,-0.015512189661395163,672241
599653937,2025-03-10,0.3225276820417817,672241
599653937,2025-03-17,1.3225991669491894,672241
599653937,2025-03-24,0.3225684210599731,672241
599653937,2025-03-31,7.8228555582214,672241
599653937,2025-04-07,0.32275485957787664,672241
599653937,2025-04-14,1.3229061599283753,672241
599653937,2025-04-21,5.323346791038812,672241
599653937,2025-04-28,11.322583283523933,672241
599653937,2025-05-05,1.3234423957242631,672241
599653937,2025-05-12,3.323236278783057,672241
599653937,2025-05-19,1.3234598739436891,672241
599653937,2025-05-26,0.8234765216531597,672241
599653937,2025-06-02,0.8235895694896971,672241
599653937,2025-06-09,4.323551055507359,672241
599653937,2025-06-16,2.3237520329492667,672241
599703217,2025-03-10,2.562386078332416,672241
599703217,2025-03-17,1.5623191042883184,672241
599703217,2025-03-24,6.562645554249118,672241
599703217,2025-03-31,2.062293179221575,672241
599703217,2025-04-07,10.06250723517251,672241
599703217,2025-04-14,3.5622227682606065,672241
599703217,2025-04-21,3.5625018930751406,672241
599703217,2025-04-28,2.562313987899931,672241
599703217,2025-05-05,2.0624022400863815,672241
599703217,2025-05-12,3.562360768095055,672241
599703217,2025-05-19,3.5622753287689335,672241
599703217,2025-05-26,4.062373587651809,672241
599703217,2025-06-02,2.0623047262375196,672241
599703217,2025-06-09,9.562029063951172,672241
599703217,2025-06-16,9.062550445533656,672241
746436995,2025-03-10,-0.125910108539884,672241
746436995,2025-03-17,-0.11814480364643176,672241
746436995,2025-03-24,1.3894383946091737,672241
746436995,2025-03-31,0.39683412407689145,672241
746436995,2025-04-07,-0.09595797085186616,672241
746436995,2025-04-14,0.4110662515029794,672241
746436995,2025-04-21,-0.08209789057705047,672241
746436995,2025-04-28,-0.07544617860626729,672241
746436995,2025-05-05,0.43102118266070555,672241
746436995,2025-05-12,-0.06270061473444616,672241
746436995,2025-05-19,-0.05660715789672352,672241
746436995,2025-05-26,-0.05069829520966279,672241
746436995,2025-06-02,-0.044976525787045,672241
746436995,2025-06-09,-0.039442079550440906,672241
746436995,2025-06-16,-0.034094912494076784,672241
2709580011,2025-03-10,0.8849342309310808,672241
2709580011,2025-03-17,0.38485560620567677,672241
2709580011,2025-03-24,-0.11522658266181202,672241
2709580011,2025-03-31,0.8846816926490852,672241
2709580011,2025-04-07,-0.1154942157915238,672241
2709580011,2025-04-14,-0.11566195873030333,672241
